Core Number,Internal Title,Vendor,Vendor's Title,Vendor SKU,Backup Vendor,Backup Vendor SKU,Restockable,Vendor Order Unit,Vendor Case Pack,MOQ (Pieces),Buffer Days,Minimum Level,Product URL,Note for Next Order,Case Pack (Pieces),Pieces Per Internal Box,Boxes per Case,Tags & Info,Tag 1,Tag 2,Tag 3,Tag 4,Hazmat,Active,Ignore Until,Notes
Core-11371,2-Pocket Laminated Folders - Crystallized - 12.5” x 9.5” - 1 Folder,Vendor 57,,SKU 95430,Vendor 70,SKU 67951,No,Piece,,48,14,0,,,,,,,,,,1373,,Yes,7/15/20,
Core-11372,2-Pocket Laminated Folders - Murdered Parrot - 12.5” x 9.5” - 1 Folder,Vendor 8,,SKU 870,Vendor 40,SKU 46859,No,Piece,,48,14,0,,,,,,,,,,1374,,Yes,7/15/20,
Core-11373,2-Pocket Laminated Folders - Basketball - 12.5” x 9.5” - 1 Folder,Vendor 11,,SKU 33308,Vendor 54,SKU 48864,No,Piece,,48,14,0,,,,,,,,,,1375,,Yes,7/15/20,
Core-11374,2-Pocket Laminated Folders - Football - 12.5” x 9.5” - 1 Folder,Vendor 1,,SKU 65097,Vendor 64,SKU 96925,No,Piece,,48,14,0,,,,,,,,,,1376,,Yes,7/15/20,
Core-11375,2-Pocket Laminated Folders - Ultra Puppies - 12.5” x 9.5” - 1 Folder,Vendor 34,,SKU 41776,Vendor 53,SKU 9938,No,Piece,,48,14,0,,,,,,,,,,1377,,Yes,7/15/20,
Core-11376,2-Pocket Laminated Folders - Optical Illusion - 12.5” x 9.5” - 1 Folder,Vendor 32,,SKU 43850,Vendor 41,SKU 377,No,Piece,,48,14,0,,,,,,,,,,1378,,Yes,7/15/20,
Core-11377,2-Pocket Laminated Folders - Love Triangles - 12.5” x 9.5” - 1 Folder,Vendor 72,,SKU 42245,Vendor 56,SKU 9049,No,Piece,,48,14,0,,,,,,,,,,1379,,Yes,7/15/20,
Core-11378,2-Pocket Laminated Folders - Jeans - 12.5” x 9.5” - 1 Folder,Vendor 80,,SKU 47627,Vendor 31,SKU 10399,No,Piece,,48,14,0,,,,,,,,,,1380,,Yes,7/15/20,
Core-11379,2-Pocket Laminated Folders - Cookies - 12.5” x 9.5” - 1 Folder,Vendor 30,,SKU 39787,Vendor 80,SKU 59375,No,Piece,,48,14,0,,,,,,,,,,1381,,Yes,7/15/20,
Core-11380,2-Pocket Laminated Folders - Red - 12.5” x 9.5” - 1 Folder,Vendor 16,,SKU 77457,Vendor 29,SKU 66608,No,Piece,,48,14,0,,,,,,,,,,1382,,Yes,7/15/20,
Core-11381,2-Pocket Laminated Folders - Pink - 12.5” x 9.5” - 1 Folder,Vendor 72,,SKU 31219,Vendor 89,SKU 82505,No,Piece,,48,14,0,,,,,,,,,,1383,,Yes,7/15/20,
Core-11382,2-Pocket Laminated Folders - Orange - 12.5” x 9.5” - 1 Folder,Vendor 40,,SKU 52566,Vendor 75,SKU 42800,No,Piece,,48,14,0,,,,,,,,,,1384,,Yes,7/15/20,
Core-11383,2-Pocket Laminated Folders - Black - 12.5” x 9.5” - 1 Folder,Vendor 52,,SKU 90720,Vendor 85,SKU 78260,No,Piece,,48,14,0,,,,,,,,,,1385,,Yes,7/15/20,
Core-11384,2-Pocket Laminated Folders - Lime Green - 12.5” x 9.5” - 1 Folder,Vendor 44,,SKU 95461,Vendor 19,SKU 19401,No,Piece,,48,14,0,,,,,,,,,,1386,,Yes,7/15/20,
Core-11385,2-Pocket Laminated Folders - Blue - 12.5” x 9.5” - 1 Folder,Vendor 10,,SKU 99016,Vendor 74,SKU 33475,No,Piece,,48,14,0,,,,,,,,,,1387,,Yes,7/15/20,
Core-11386,Blue weighted Blanket XL 25lb Core,Vendor 25,,SKU 52963,Vendor 68,SKU 15409,No,Piece,,250,14,0,,,,,,,,,,1388,,No,,
Core-11387,Weighted Blanket Cream 25lb Core,Vendor 81,,SKU 7140,Vendor 92,SKU 17027,No,Piece,,250,14,0,,,,,,,,,,1389,,No,,
Core-11388,Weighted Blanket Letter,Vendor 26,,SKU 56703,Vendor 100,SKU 39564,No,Piece,,500,14,0,,,,,,,,,,1390,,No,,
Core-11389,Box For Weighted Blankets,Vendor 80,,SKU 50784,Vendor 46,SKU 33355,No,Piece,,50,14,0,,,,,,,,,,1391,,No,,
Core-11390,Quietas Logo Label Core,Vendor 78,,SKU 51580,Vendor 21,SKU 45543,No,Piece,,"1,000",14,0,,,,,,,,,,1392,,No,,
Core-11391,Quietas Warning Label Core,Vendor 84,,SKU 56259,Vendor 5,SKU 31758,No,Piece,,"1,000",14,0,,,,,,,,,,1393,,No,,
Core-11392,White Box Tape for Weighted Blankets Core,Vendor 73,,SKU 45726,Vendor 100,SKU 923,No,Piece,"1,125","1,125",14,0,,,,,,,,,,1394,,No,,
Core-11393,Vacuum bag for Weighted Blankets,Vendor 23,,SKU 4075,Vendor 37,SKU 93720,No,Piece,7,7,14,0,Link,,,,,,,,,1395,,No,,
Core-11394,Electrical Tape - Black - 3/4 in x 60 ft. - 1 Packaged Unit Of 3 Rolls,Vendor 82,,SKU 60461,Vendor 26,SKU 4686,,Piece,180,300,14,0,,,,,,,,,,1396,,Yes,,
Core-11395,Electrical Tape - Black - 3/4 in x 60 ft. - 1 Packaged Unit Of 5 Rolls,Vendor 30,,SKU 41165,Vendor 88,SKU 45537,,Piece,200,500,14,0,,,,,,,,,,1397,,Yes,,
Core-11396,Book Sox Book Cover - Print: Neon Spiro - Standard 8x10 - 1 Piece,Vendor 11,,SKU 83783,Vendor 34,SKU 13031,No,Piece,,,14,0,,,,,,,,,,1398,,Yes,7/15/20,
Core-11397,"Book Sox Standard Parent 2016 (Single, Geo Floral) …",Vendor 36,,SKU 57761,Vendor 54,SKU 68507,No,Piece,,,14,0,,,,,,,,,,1399,,Yes,7/15/20,
Core-11398,"Book Sox Standard Parent 2016 (Single, Red Tie Dye) …",Vendor 54,,SKU 55889,Vendor 29,SKU 58261,No,Piece,,,14,0,,,,,,,,,,1400,,Yes,7/15/20,
Core-11399,"Plastic-Handled Sidewall Brush - Natural - Small, 13/16 thick 7 1/4 long x 1 1/2 wide - 1 Brush",Vendor 93,E-11 Small Sidewall Brush,SKU 69939,Vendor 65,SKU 3951,,Piece,24,24,14,0,,,,,,,,,,1401,,Yes,,
Core-11400,"Wooden Sidewall Brush - Natural - Large, 5/8 thick, 8 1/2 long x 2 3/4 wide - 1 Brush",Vendor 78,E-11 Large Sidewall Brush,SKU 40246,Vendor 97,SKU 70506,,Piece,12,12,14,0,,,,,,,,,,1402,,Yes,,
Core-11401,"Detail Brush - Natural Bristle & Wood - 7  9/16"" - #16 - 1 Brush",Vendor 72,E-11 Detail Brush $1.49 ea. 2dz/ctn. #16,SKU 73854,Vendor 19,SKU 75328,,Piece,24,60,14,0,,,,,,,,,,1403,,Yes,,
Core-11402,"Double Sided Detail Brush - Natural Bristle/ Black Nylon - 6 1/2"" - #296 - 1 Brush",Vendor 60,E-11 Detail Brush $1.06 ea. 6dz/ctn. #296,SKU 58739,Vendor 60,SKU 37049,,Piece,72,60,14,0,,,,,,,,,,1404,,Yes,,
Core-11403,"Detail Brush - Black Nylon W/ Wood Handle - 8 3/4"" - #298 - 1 Brush",Vendor 66,E-11 Detail Brush $1.12 ea. 2dz/ctn. #298,SKU 62669,Vendor 3,SKU 74719,,Piece,24,60,14,0,,,,,,,,,,1405,,Yes,,
Core-11404,"Detail Brush - Black Bristle W/ Wood Handle - 1 1/2"" trim length - #Ds-6 - 1 Brush",Vendor 57,E-11 Detail Brush $1.75 ea. 1dz/ctn. #ds-6,SKU 94397,Vendor 50,SKU 59021,,Piece,12,60,14,0,,,,,,,,,,1406,,Yes,,
Core-11405,"Trim Brush - Grey Bristle Yellow Handle - 1 1/2"" trim length - #239-Dt - 1 Brush",Vendor 88,E-11 1” Trim $0.67 ea. 1dz/ctn. #239-DT,SKU 22209,Vendor 8,SKU 85928,,Piece,12,60,14,0,,,,,,,,,,1407,,Yes,,
Core-11406,"Mini Brush Set - Brass, Nylon, Stainless W/ Black Plastic Handle - 7 1/8"" - #280 - 1 Set Of 3 Brushes",Vendor 79,E-11  Mini Brush Set $0.99 ea. 12 sets #280,SKU 90218,Vendor 79,SKU 90237,,Piece,12,60,14,0,,,,,,,,,,1408,,Yes,,
Core-11407,"Auto Detailing Brush - Wood W/ Black Horsehair - 7 5/8"" - #290 - 1 Brush",Vendor 54,E-11 Auto Detail $1.07 ea. 50 ea. #290,SKU 46345,Vendor 20,SKU 41479,,Piece,50,50,14,0,,,,,,,,,,1409,,Yes,,
Core-11408,"Auto Detailing Brush - Black W/ White Nylon Bristles - 7"" - #291 - 1 Brush",Vendor 92,E-11 Auto Detail $1.21 ea. 50 ea. #291,SKU 97615,Vendor 43,SKU 67924,,Piece,50,60,14,0,,,,,,,,,,1410,,Yes,,
Core-11409,"Vent Duster Brush - Wood W/ Black Bristles - 7/8"" Brush Head, 6"" Overall - #295-B - 1 Brush",Vendor 90,E-11 Vent Duster $0.94 ea. 6dz/ctn. #295-B,SKU 38122,Vendor 40,SKU 35781,,Piece,72,60,14,0,,,,,,,,,,1411,,Yes,,
Core-11410,"Two Way Dash Brush - Blue, Black & Cream - 11-1/2"" - #299 - 1 Brush",Vendor 82,E-11 Two Way Dash $1.53 ea. 1dz/ctn. #299,SKU 52991,Vendor 91,SKU 70121,,Piece,12,60,14,0,,,,,,,,,,1412,,Yes,,
Core-11411,Anti-Nausea Electrolyte Tablets  - White W/ Black & Gold Label - 120 servings - 1 Bottle,Vendor 89,,SKU 87656,Vendor 73,SKU 41699,,Piece,,"1,524",14,0,,,,,,,,,,1413,,Yes,,
Core-11412,3x3x3 Toothpick Box Core,Vendor 40,,SKU 85955,Vendor 33,SKU 59509,,Piece,100,100,14,0,Link,,,,,,,,,1414,,No,,
Core-11413,"15 x 9 x 32"" 2 Mil Gusseted Poly Bags",Vendor 29,,SKU 42811,Vendor 77,SKU 2832,No,Piece,250,250,14,0,Link,,,,,,,,,1415,,No,,
Core-11414,"Galvanized Carriage Bolts - Steel - 5/16""-18 x 3"" - 1 Bolt",Vendor 69,,SKU 87709,Vendor 79,SKU 98436,,Piece,100,100,14,0,Link,,,,,,,,,1416,,Yes,,
Core-11415,"Galvanized Top Lock Nuts - Steel - 5/16""-18 - 1 Nut",Vendor 12,,SKU 13667,Vendor 77,SKU 98736,,Piece,100,100,14,0,Link,,,,,,,,,1417,,Yes,,
Core-11416,Galvanized Flat Washers - Steel - 5/16 inch - 1 Washer,Vendor 7,,SKU 93109,Vendor 37,SKU 44915,,Piece,200,200,14,0,Link,,,,,,,,,1418,,Yes,,
Core-11417,Hamburger Press Cast  - Aluminum - 4.5 inches - Burger Maker - 1 Press,Vendor 89,,SKU 76800,Vendor 74,SKU 5373,,Case,1,1,14,0,Link,,,,,,,,,1419,,Yes,,
Core-11418,Crayon 4 Pk 100PK/BX Core,Vendor 19,,SKU 54919,Vendor 95,SKU 64335,,Case,100,"1,000",14,0,Link,,,,,,,,,1420,,No,,
Core-11419,Deli Sandwich Wrap Paper - Black Checkered - 15 x 15 inches - 1 Sheet,Vendor 84,,SKU 70393,Vendor 2,SKU 98042,,Case,"4,000","4,000",14,0,Link,,,,,,,,,1421,,Yes,,
Core-11420,Deli Sandwich Wrap Paper - Blue Checkered - 15 x 15 inches - 1 Sheet,Vendor 19,,SKU 13772,Vendor 83,SKU 16682,,Case,"4,000","4,000",14,0,Link,,,,,,,,,1422,,Yes,,
Core-11421,Deli Sandwich Wrap Paper - Green Checkered - 15 x 15 inches - 1 Sheet,Vendor 27,,SKU 96183,Vendor 30,SKU 69066,,Case,"4,000","4,000",14,0,Link,,,,,,,,,1423,,Yes,,
Core-11422,Deli Sandwich Wrap Paper - Red Checkered - 15 x 15 inches - 1 Sheet,Vendor 97,,SKU 92364,Vendor 77,SKU 4007,,Case,"4,000","4,000",14,0,Link,,,,,,,,,1424,,Yes,,
Core-11423,Kids Interactive Paper Placemat - Kid'S Corner - 10 x 14 inches - 1 Placemats,Vendor 65,,SKU 69265,Vendor 91,SKU 57495,No,Case,"1,000","3,000",14,0,Link,,,,,,,,,1425,,Yes,,
Core-11424,Scallop-Edged Paper Placemat - How To Eat A Lobster  - 10 x 14 inches - 1 Placemats,Vendor 81,,SKU 67381,Vendor 99,SKU 87932,No,Case,"1,000","3,000",14,0,Link,,,,,,,,,1426,,Yes,,
Core-11425,Scallop-Edged Paper Placemat - American Flag - 10 x 14 inches - 1 Placemats,Vendor 5,,SKU 81780,Vendor 96,SKU 13097,No,Case,"1,000","1,000",14,0,Link,,,,,,,,,1427,,Yes,,
Core-11426,Kids Interactive Paper Placemat - Play Time - 10 x 14 inches - 1 Placemats,Vendor 67,,SKU 97682,Vendor 24,SKU 11934,No,Case,"1,000","1,000",14,0,Link,,,,,,,,,1428,,Yes,,
Core-11427,Kids Interactive Paper Placemat - Space Time - 10 x 14 inches - 1 Placemats,Vendor 14,,SKU 71478,Vendor 67,SKU 41887,No,Case,"1,000","1,000",14,0,Link,,,,,,,,,1429,,Yes,,
Core-11428,Deli Sandwich Wrap Paper - Mexican Fiesta Design  - 12 x 12 inches - 1 Sheet,Vendor 65,,SKU 12260,Vendor 91,SKU 88199,,Case,"5,000","15,000",14,0,Link,,,,,,,,,1430,,Yes,,
Core-11429,Plastic Fast Food Basket - Black - 11 x 7 x 1.5 inches - Oval-Shaped - 1 Basket,Vendor 75,,SKU 11193,Vendor 87,SKU 5484,,Case,12,144,14,0,Link,,,,,,,,,1431,,Yes,,
Core-11430,Plastic Fast Food Basket - Red - 11 x 7 x 1.5 inches - Oval-Shaped - 1 Basket,Vendor 74,,SKU 86485,Vendor 91,SKU 33789,,Case,12,144,14,0,Link,,,,,,,,,1432,,Yes,,
Core-11431,Hamburger Patty Paper  - White - 4.75 x 5 inches - 1 Box Of 1000 Sheets,Vendor 70,,SKU 60239,Vendor 64,SKU 71539,,Case,24,72,14,0,Link,,,,,,,,,1433,,Yes,,
Core-11432,Kids Interactive Paper Placemat - Santa'S Workshop - 10 x 14 inches - 1 Placemats,Vendor 83,,SKU 60148,Vendor 64,SKU 65900,,Case,"1,000","1,000",14,0,Link,,,,,,,,,1434,,Yes,,
Core-11433,Nylon Cable Tie  - White - 4 Inch ( 100x2.5 mm ) - 1 Cable Tie,Vendor 57,White Nylon Cable Tie 4 Inch ( 100x2.5 mm ),SKU 43739,Vendor 44,SKU 37514,,Piece,1,"1,000",14,0,,,,,,,,,,1435,,Yes,,
Core-11434,Nylon Cable Tie  - White - 6 Inch ( 150x3.6 mm ) - 1 Cable Tie,Vendor 30,White Nylon Cable Tie 6 Inch ( 150x3.6 mm ),SKU 75835,Vendor 48,SKU 90977,,Piece,1,"1,000",14,0,,,,,,,,,,1436,,Yes,,
Core-11435,Nylon Cable Tie  - White - 8 Inch ( 200x4.8 mm ) - 1 Cable Tie,Vendor 42,White Nylon Cable Tie 8 Inch ( 200x4.8 mm ),SKU 50903,Vendor 33,SKU 75069,,Piece,1,"1,000",14,0,,,,,,,,,,1437,,Yes,,
Core-11436,Nylon Cable Tie  - White - 10 Inch ( 250x4.8 mm ) - 1 Cable Tie,Vendor 4,White Nylon Cable Tie 10 Inch ( 250x4.8 mm ),SKU 41118,Vendor 37,SKU 47442,,Piece,1,"1,000",14,0,,,,,,,,,,1438,,Yes,,
Core-11437,Nylon Cable Tie  - White - 12 Inch ( 300x4.8 mm ) - 1 Cable Tie,Vendor 67,White Nylon Cable Tie 12 Inch ( 300x4.8 mm ),SKU 68281,Vendor 2,SKU 67328,,Piece,1,"1,000",14,0,,,,,,,,,,1439,,Yes,,
Core-11438,Nylon Cable Tie  - Black - 4 Inch ( 100x2.5 mm ) - 1 Cable Tie,Vendor 57,Black Nylon Cable Tie 4 Inch ( 100x2.5 mm ),SKU 43112,Vendor 61,SKU 86813,,Piece,1,"1,000",14,0,,,,,,,,,,1440,,Yes,,
Core-11439,Nylon Cable Tie  - Black - 6 Inch ( 150x3.6 mm ) - 1 Cable Tie,Vendor 81,Black Nylon Cable Tie 6 Inch ( 150x3.6 mm ),SKU 88993,Vendor 86,SKU 36290,,Piece,1,"1,000",14,0,,,,,,,,,,1441,,Yes,,
Core-11440,Nylon Cable Tie  - Black - 8 Inch ( 200x4.8 mm ) - 1 Cable Tie,Vendor 45,Black Nylon Cable Tie 8 Inch ( 200x4.8 mm ),SKU 68888,Vendor 92,SKU 2971,,Piece,1,"1,000",14,0,,,,,,,,,,1442,,Yes,,
Core-11441,Nylon Cable Tie  - Black - 10 Inch ( 250x4.8 mm ) - 1 Cable Tie,Vendor 40,Black Nylon Cable Tie 10 Inch ( 250x4.8 mm ),SKU 63955,Vendor 11,SKU 82641,,Piece,1,"1,000",14,0,,,,,,,,,,1443,,Yes,,
Core-11442,Nylon Cable Tie  - Black - 12 Inch ( 300x4.8 mm ) - 1 Cable Tie,Vendor 45,Black Nylon Cable Tie 12 Inch ( 300x4.8 mm ),SKU 10268,Vendor 28,SKU 44343,,Piece,1,"1,000",14,0,,,,,,,,,,1444,,Yes,,
Core-11443,Cable Clips With Steel Nails - White - 4 mm - 1 Clip,Vendor 73,Cable Clip 4MM,SKU 86123,Vendor 4,SKU 85253,,Piece,1,"1,000",14,0,,,,,,,,,,1445,,Yes,,
Core-11444,Cable Clips With Steel Nails - White - 5 mm - 1 Clip,Vendor 99,Cable Clip 5MM,SKU 56523,Vendor 20,SKU 68767,,Piece,1,"1,000",14,0,,,,,,,,,,1446,,Yes,,
Core-11445,Cable Clips With Steel Nails - White - 6 mm - 1 Clip,Vendor 2,Cable Clip 6MM,SKU 23771,Vendor 62,SKU 32608,,Piece,1,"1,000",14,0,,,,,,,,,,1447,,Yes,,
Core-11446,Cable Clips With Steel Nails - White - 7 mm - 1 Clip,Vendor 71,Cable Clip 7MM,SKU 3473,Vendor 40,SKU 25806,,Piece,1,"1,000",14,0,,,,,,,,,,1448,,Yes,,
Core-11447,Cable Clips With Steel Nails - White - 8 mm - 1 Clip,Vendor 1,Cable Clip 8MM,SKU 43801,Vendor 92,SKU 83436,,Piece,1,"1,000",14,0,,,,,,,,,,1449,,Yes,,
Core-11448,Cable Clips With Steel Nails - White - 9 mm - 1 Clip,Vendor 53,Cable Clip 9MM,SKU 32526,Vendor 4,SKU 76272,,Piece,1,"1,000",14,0,,,,,,,,,,1450,,Yes,,
Core-11449,Cable Clips With Steel Nails - White - 10 mm - 1 Clip,Vendor 38,Cable Clip 10MM,SKU 91125,Vendor 61,SKU 78825,,Piece,1,"1,000",14,0,,,,,,,,,,1451,,Yes,,
Core-11450,Cable Clips With Steel Nails - White - 12 mm - 1 Clip,Vendor 20,Cable Clip 12MM,SKU 38152,Vendor 4,SKU 83734,,Piece,1,"1,000",14,0,,,,,,,,,,1452,,Yes,,
Core-11451,Cable Clips With Steel Nails - White - 14 mm - 1 Clip,Vendor 31,Cable Clip 14MM,SKU 15124,Vendor 93,SKU 53061,,Piece,1,"1,000",14,0,,,,,,,,,,1453,,Yes,,
Core-11452,Cable Tie Mounts With Screws - Black - 1 x 0.6 inch - Hc-2S(5) - 1 Bag Of 100,Vendor 37,"Cable Tie Base HC-2S(5) ( BLACK ) With Baggie of 100 Phillip Head Screw DIA 6MM, 16MM LENGTH",SKU 7322,Vendor 100,SKU 37764,,Piece,1,750,14,0,,,,,,,,,,1454,,Yes,,
Core-11453,"Adhesive-Backed Cable Straps - White - 1.25x 7/8 in base, adjustable strap upto 3 7/8"" - Act-22 - 1 Bag Of 50",Vendor 8,Adhesive Cable Tie ACT-22,SKU 59187,Vendor 16,SKU 15477,,Piece,1,500,14,0,,,,,,,,,,1455,,Yes,,
Core-11454,Adhesive-Backed Cable Clamps - Black - 4 mm - Ly-4J - 1 Bag Of 20,Vendor 73,AdhesiveWire Base Cable Clamp 4mm LY-4J,SKU 79416,Vendor 88,SKU 93696,,Piece,"1,000","1,000",14,0,,,1000,,,,,,,1456,,Yes,,
Core-11455,Adhesive-Backed Cable Clamps - Black - 6 mm - Ly-6J - 1 Bag Of 20,Vendor 69,Adhesive Wire Base Cable Clamp 6mm LY-6J,SKU 54373,Vendor 48,SKU 564,,Piece,500,"1,000",14,0,,,500,,,,,,,1457,,Yes,,
Core-11456,Adhesive-Backed Cable Clamps - Black - 8 mm - Ly-8J - 1 Bag Of 20,Vendor 56,Adhesive Wire Base Cable Clamp 8mm LY-8J,SKU 40129,Vendor 48,SKU 38666,,Piece,300,"1,000",14,0,,,300,,,,,,,1458,,Yes,,
Core-11457,Adhesive-Backed Cable Clamps - Black - 10 mm - Ly-10J - 1 Bag Of 20,Vendor 62,Adhesive Wire Base Cable Clamp 10mm LY-10J,SKU 83184,Vendor 68,SKU 8621,,Piece,250,"1,000",14,0,,,250,,,,,,,1459,,Yes,,
Core-11458,Adhesive-Backed Cable Clamps - Black - 12 mm - Ly-12J - 1 Bag Of 20,Vendor 1,Adhesive Wire Base Cable Clamp 12mm LY-12J,SKU 27876,Vendor 20,SKU 18681,,Piece,150,"1,000",14,0,,,150,,,,,,,1460,,Yes,,
Core-11459,"Phillip Head Screw - Black - 6mm diameter, 16mm length - 1 Screw",Vendor 46,"Phillip Head Screw DIA 6MM, 16MM LENGTH Baggie of 50",SKU 4485,Vendor 20,SKU 84199,,Case,100,"1,000",14,0,,,,,,,,,,1461,,Yes,,
Core-11460,Wire Marking Label And Case - White - 30 x 20 mm - Model 3020 - 1 Box,Vendor 63,3020 Wire marking box 30 x 20 mm,SKU 56224,Vendor 82,SKU 86505,,Piece,40,"2,000",14,0,,,,,,,,,,1462,,Yes,,
Core-11461,"Glass Cocktail Shaker - Clear Glass, Black Lid - 19.75 oz - 1 Shaker",Vendor 96,,SKU 55575,Vendor 31,SKU 4613,,Case,12,12,14,0,Link,,,,,,,,,1463,,Yes,12/31/19,
Core-11462,Wet Wipe Towelette - Lemon-Scented - 4x6 inches (unfolded) - 1 Towelette,Vendor 23,,SKU 80856,Vendor 15,SKU 55118,,Case,"1,000","1,000",14,0,Link,,,,,,,,,1464,,Yes,,
Core-11463,Plastic Salad Tongs - Beige - 9 inches - Carlisle 460906 Carly - 1 Tong,Vendor 65,,SKU 72426,Vendor 58,SKU 75784,,Case,1,1,14,0,Link,,,,,,,,,1465,,Yes,,
Core-11464,Plastic Salad Tongs - Black - 9 inches - Carlisle 460906 Carly - 1 Tong,Vendor 6,,SKU 64595,Vendor 82,SKU 66502,,Case,1,1,14,0,Link,,,,,,,,,1466,,Yes,,
Core-11465,Plastic Salad Tongs - Brown - 9 inches - Carlisle 460906 Carly - 1 Tong,Vendor 15,,SKU 94114,Vendor 84,SKU 57674,,Case,1,1,14,0,Link,,,,,,,,,1467,,Yes,,
Core-11466,Tic Tac 4-Count Mint Core,Vendor 67,,SKU 18990,Vendor 62,SKU 10545,,Case,10,1,14,0,Link,,,,,,,,,1468,,No,,
Core-11467,Curved Chef Plating Tongs  - Stainless - 6 1/8 inches - Mercer Culinary M35244 Precision Plus - 1 Tong,Vendor 82,,SKU 42448,Vendor 32,SKU 66589,,Case,1,1,14,0,Link,,,,,,,,,1469,,Yes,,
Core-11468,JT Eaton 409 Jawz Mouse Trap Core,Vendor 23,,SKU 25990,Vendor 9,SKU 53805,,Case,1,1,14,0,Link,,,,,,,,,1470,,No,,
Core-11469,Ice Cream Scooper - Blue - 2.25 inches - Zeroll 2016 - 1 Scooper,Vendor 35,,SKU 92811,Vendor 67,SKU 26598,,Case,1,1,14,0,Link,,,,,,,,,1471,,Yes,,
Core-11470,Plastic Utility Tongs - Red - 12 inches - Carlisle 471205 Carly - 1 Tong,Vendor 97,,SKU 68215,Vendor 29,SKU 62911,No,Case,1,1,14,0,Link,,,,,,,,,1472,,Yes,,
Core-11471,Plastic Utility Tongs - Black - 12 inches - Carlisle 471205 Carly - 1 Tong,Vendor 46,,SKU 77243,Vendor 1,SKU 67361,,Case,1,1,14,0,Link,,,,,,,,,1473,,Yes,,
Core-11472,Plastic Utility Tongs - Beige - 12 inches - Carlisle 471205 - 1 Tong,Vendor 11,,SKU 21348,Vendor 92,SKU 32368,,Case,1,1,14,0,Link,,,,,,,,,1474,,Yes,,
Core-11473,Stainless Steel Scalloped Tong - Blue-Handled - 12 inches - Vollrath 4781230 Jacob'S Pride  - 1 Tong,Vendor 83,,SKU 85768,Vendor 29,SKU 90598,,Case,1,1,14,0,Link,,,,,,,,,1475,,Yes,1/1/20,
Core-11474,"Vollrath 4781260 Jacob's Pride 12"" Stainless Steel Scalloped Tong with Tan Coated Kool-Touch Hand...",Vendor 46,,SKU 87149,Vendor 31,SKU 51523,,Case,1,1,14,0,Link,,,,,,,,,1476,,No,,
Core-11475,"Vollrath 4780980 Jacob's Pride 9 1/2"" Stainless Steel Scalloped Tong with Purple Coated Kool-Touc...",Vendor 77,,SKU 56982,Vendor 55,SKU 52496,,Case,1,1,14,0,Link,,,,,,,,,1477,,No,,
Core-11476,"Bed Bug Proof Mattress Cover - White - Twin XL, 39 x 80 x 14 inches - 1 Piece",Vendor 38,,SKU 70627,Vendor 92,SKU 70466,,Case,1,1,14,0,Link,,,,,,,,,1478,,Yes,,
Core-11477,Chef Plating Tongs  - Black - 6.5 inches - Mercer Culinary M35236Bk Precision Plus - 1 Tong,Vendor 52,,SKU 73925,Vendor 82,SKU 34296,,Case,1,1,14,0,Link,,,,,,,,,1479,,Yes,,
Core-11478,Chef Plating Tongs  - Stainless - 7 7/8 inches - Mercer Culinary M35237 Precision Plus - 1 Tong,Vendor 10,,SKU 29864,Vendor 21,SKU 49630,,Case,1,1,14,0,Link,,,,,,,,,1480,,Yes,,
Core-11479,Spatula Softspoons - White And Brown - 10 inches - Vollrath 58110 - 1 Spatula,Vendor 2,,SKU 6247,Vendor 89,SKU 98343,,Case,1,1,14,0,Link,,,,,,,,,1481,,Yes,,
Core-11480,Stainless Steel Scalloped Tong - Green-Handled - 9.5 inches - Vollrath 4780970 Kool-Touch  - 1 Piece,Vendor 30,,SKU 52023,Vendor 25,SKU 2849,,Case,1,1,14,0,Link,,,,,,,,,1482,,Yes,,
Core-11481,"3M 8440 Doodlebug Cleaning Pad - White - 10"" x 4 5/8""  - 1 Pack Of 5",Vendor 45,,SKU 64682,Vendor 6,SKU 51852,,Case,1,1,14,0,Link,,,,,,,,,1483,,Yes,1/1/20,
Core-11482,Multi-Purpose Scouring Pad - Black - 10x4.5 inches - 672 - 1 Piece,Vendor 55,Black Utility Pad,SKU 34049,Vendor 37,SKU 68651,,Case,100,100,14,0,,,,,,,,,,1484,,Yes,,
Core-11483,Multi-Purpose Scouring Pad - Brown - 10x4.5 inches - 631 - 1 Piece,Vendor 18,Brown Utility Pad,SKU 58853,Vendor 58,SKU 65659,,Case,100,100,14,0,,,,,,,,,,1485,,Yes,,
Core-11484,Multi-Purpose Scouring Pad - Blue - 10x4.5 inches - 626 - 1 Piece,Vendor 5,Blue Utility Pad,SKU 71576,Vendor 57,SKU 69541,,Case,100,100,14,0,,,,,,,,,,1486,,Yes,,
Core-11485,Stainless Steel Scalloped Tong - Tan-Handled - 9.5 inches - Vollrath 4780960 Kool-Touch - 1 Tong,Vendor 66,,SKU 74416,Vendor 59,SKU 20231,,Case,1,1,14,0,Link,,,,,,,,,1487,,Yes,,
Core-11486,"10"" Biodegradable Round Paper Plates - Earth Brown - 10 inches - 1 Piece",Vendor 75,"10"" Fiber Plate",SKU 84562,Vendor 72,SKU 44043,,Case,800,800,14,0,Link,,,,,,,,,1488,,Yes,,
Core-11487,"10"" Biodegradable 3-Compartment Plates - Earth Brown - 10 inches - 1 Piece",Vendor 37,"10"" Fiber 3-Compartment Plate",SKU 10561,Vendor 53,SKU 76191,,Case,700,700,14,0,Link,,,,,,,,,1489,,Yes,,
